Date,Close,High,Low,Open,Volume
1999-01-22,0.03755907341837883,0.04471265648638168,0.03553167503551251,0.040062643451799364,2714688000
1999-01-25,0.04149392247200012,0.04197009425037397,0.037559083500430274,0.04053974362792587,510480000
1999-01-26,0.03827425092458725,0.04280521962344637,0.037678116975142936,0.04197008560171665,343200000
1999-01-27,0.0381552055478096,0.039347470011915325,0.03624685170178951,0.0383932913832483,244368000
1999-01-28,0.03803523629903793,0.03839328089215826,0.03779715052865696,0.03815519512177728,227520000
1999-01-29,0.036246854811906815,0.0381552088216709,0.036246854811906815,0.03803524995585949,244032000
1999-02-01,0.036962930113077164,0.037201015877851816,0.03624684094369863,0.03624684094369863,154704000
1999-02-02,0.03410131484270096,0.03720101819364969,0.03302809525369505,0.03624684320009822,264096000
1999-02-03,0.034816496074199677,0.03529358536226828,0.03338523162130763,0.033624235087044735,75120000
1999-02-04,0.03672395646572113,0.037678132084491445,0.03481651263807647,0.03529360215311932,181920000
1999-02-05,0.037797171622514725,0.0381552164154528,0.036366820915567526,0.03732008217229316,136848000
1999-02-08,0.03648583963513374,0.03815519285838973,0.03648583963513374,0.03803523404276641,154080000
1999-02-09,0.03505459055304527,0.037439119706778566,0.03457750119359003,0.037201030437508116,86976000
1999-02-10,0.034697454422712326,0.03600876000983523,0.0341013205254834,0.035054584857276146,148224000
1999-02-11,0.03767811506986618,0.03910846532523722,0.03481649691569632,0.03481649691569632,132240000
1999-02-12,0.03982456400990486,0.040062649873344174,0.038155210035137554,0.038155210035137554,109728000
1999-02-16,0.040062639862298965,0.04220908267114548,0.03600875769188596,0.04053972911352428,211008000
1999-02-17,0.03791620582342148,0.03958555976716208,0.03720103060283179,0.039108470405586626,67728000
1999-02-18,0.038512326776981354,0.0395855463605091,0.03743910719345361,0.03910845716051205,70704000
1999-02-19,0.03982456400990486,0.04053973924378684,0.03767812066469489,0.038155210035137554,75360000
1999-02-22,0.040062639862298965,0.04101681836474958,0.03791619705345245,0.04053972911352428,205248000
1999-02-23,0.041970085352659225,0.042805219369433115,0.038632295393341856,0.04101682435434086,138096000
1999-02-24,0.04530879855155945,0.050078771294854094,0.04423557856351917,0.048170417186892064,612768000
1999-02-25,0.04387843608856201,0.04864749329890705,0.043162343392344815,0.047217139781822764,149136000
1999-02-26,0.04185102880001068,0.04578586549522043,0.041493898467178006,0.044355515700250425,172608000
1999-03-01,0.0420900397002697,0.04387843793506567,0.04006264142021323,0.04292425939550996,92160000
1999-03-02,0.04173199459910393,0.04220908386380992,0.041016819523725274,0.041970080409776594,55248000
1999-03-03,0.038870375603437424,0.041970079275190426,0.03863228979920098,0.041970079275190426,61392000
1999-03-04,0.03803523629903793,0.041016812582375876,0.03767810593780995,0.04077780916878952,57360000
1999-03-05,0.040181681513786316,0.04030072270134441,0.03839328348010707,0.03839328348010707,78768000
1999-03-08,0.04077782481908798,0.04197008941498802,0.0383932956272879,0.03910847085611641,75888000
1999-03-09,0.0420900397002697,0.04268617358230624,0.04065877530224977,0.04065877530224977,143184000
1999-03-10,0.04137396439909935,0.04268618804064045,0.040777830315144904,0.04268618804064045,235344000
1999-03-11,0.03958554193377495,0.04137393970700208,0.03958554193377495,0.0406587648086005,54288000
1999-03-12,0.038870375603437424,0.0398245541070549,0.03815520054739225,0.0398245541070549,90768000
1999-03-15,0.040539730340242386,0.041016819605904246,0.03958555180891866,0.039824555263430844,108816000
1999-03-16,0.039228424429893494,0.041254908617625506,0.038870379747686035,0.04077781931495087,79152000
