Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2017-01-03,56.17110061645508,56.40447216410025,55.76718503011819,56.35959341540261,20694100
2017-01-04,55.919769287109375,56.32368484330136,55.75820306463258,56.08133550958617,21340000
2017-01-05,55.919769287109375,56.24290173206296,55.677419953394185,55.82103399292591,24876000
2017-01-06,56.404476165771484,56.68272990588433,55.686405863577846,55.91977742777979,19922900
2017-01-09,56.224971771240234,56.619913104069035,56.13521424506831,56.33268148745257,20382700
2017-01-10,56.20701217651367,56.61092783913595,55.901831834091254,56.30574749671353,18593000
2017-01-11,56.7186393737793,56.754543750290196,56.03647334022127,56.198039610490504,21517300
2017-01-12,56.19802474975586,56.90712059020208,55.60561639009888,56.601940318619455,20968200
2017-01-13,56.2788200378418,56.43140849462681,55.964661894531474,56.20701128827499,19422300
2017-01-17,56.126224517822266,56.27881638874291,55.6774301342183,56.26086420251522,20664000
2017-01-18,56.09930419921875,56.27882265746221,55.758219470959155,56.25189266310632,19670100
2017-01-19,55.919769287109375,56.530129811126415,55.83001179641284,55.865916162302966,18451700
2017-01-20,56.314720153808594,56.38652547391547,55.9826098482225,56.251885790674685,30213500
2017-01-23,56.512184143066406,56.65579819915437,56.162125095353815,56.2788125859344,23097600
2017-01-24,57.014835357666016,57.212305969858704,56.49423226153229,56.72760724394713,24672900
2017-01-25,57.1584587097168,57.535444386267834,56.95201368341078,57.40080811208379,23672700
2017-01-26,57.688026428222656,57.9303792276473,57.041764851197996,57.55339359305203,43554600
2017-01-27,59.04338836669922,59.1600792898964,58.24453490691963,58.69332929322542,44818000
2017-01-30,58.4599494934082,59.052361321743625,58.1637504272988,58.96260382146628,31651400
2017-01-31,58.02911376953125,58.477908142307115,57.67905470661076,58.21760658433007,25270500
2017-02-01,57.06868362426758,58.0021765702868,56.96994833251168,57.768801621767636,39671500
2017-02-02,56.700679779052734,56.91610258594892,56.32369414702111,56.77248852269458,45827000
2017-02-03,57.1584587097168,57.17641089774728,56.61092895889096,56.99689244147213,30301800
2017-02-06,57.1225471496582,57.13152495455924,56.673752777427666,56.996885273278345,19796400
2017-02-07,56.934059143066406,57.248213860545846,56.754540694208316,57.21231290999793,20277200
2017-02-08,56.85327911376953,57.27514697799554,56.7455694081907,57.05972414280806,18096400
2017-02-09,57.49953079223633,57.840618886104764,56.835317061739595,57.01483548923546,22644400
2017-02-10,57.44567108154297,57.714950403960756,57.42771889844653,57.670068234205246,18170700
2017-02-13,58.09195327758789,58.21761517265822,57.56237227859747,57.66110760301841,22920100
2017-02-14,58.30866622924805,58.444122152241526,57.811996808130104,58.164184963742926,23108400
2017-02-15,58.27254867553711,58.3086707170872,57.938431847954945,58.24545886676828,17005200
2017-02-16,58.263519287109375,58.91370228760225,58.191282090057626,58.46218708054612,20546300
2017-02-17,58.353816986083984,58.417028827731116,58.0648475829008,58.21836107124755,21248800
2017-02-21,58.236419677734375,58.65181277157991,58.20029764049901,58.344785789440486,20655900
2017-02-22,58.119041442871094,58.14613125456557,57.839104202593916,58.09195163117662,19292700
2017-02-23,58.353816986083984,58.453150864325764,57.965513704659024,58.17320680311074,20273100
2017-02-24,58.353816986083984,58.5163627059729,57.920359436522205,58.27254068135252,21796800
2017-02-27,58.00164794921875,58.28158517977988,57.83910219511783,58.28158517977988,15871500
2017-02-28,57.77589416503906,57.974558543546706,57.57722634174325,57.866199286895416,23239800
2017-03-01,58.64279556274414,58.687942948369326,57.81200237025447,57.91133626403503,26937500
2017-03-02,57.802978515625,58.4712190904346,57.68558359769826,58.4170394704589,24539600
2017-03-03,58.019710540771484,58.04680035386691,57.450800352251285,57.784924122772374,18135900
2017-03-06,58.03775405883789,58.2996336712749,57.622364394455,57.76684910393969,18750300
2017-03-07,58.1551513671875,58.49830039308865,57.965515835275745,57.965515835275745,18521000
2017-03-08,58.68793487548828,58.76921118175374,58.01969440981014,58.02872664152278,21510900
2017-03-09,58.45315933227539,58.877577822205325,58.22740173803446,58.8685524789297,19846800
2017-03-10,58.633766174316406,58.93176787011517,58.47122042111484,58.79631192751796,19538200
2017-03-13,58.435096740722656,58.86855436698024,58.30867303505904,58.70600861833055,20100000
2017-03-14,58.164188385009766,58.290612083353516,57.92939856398217,58.272547618118786,14280200
2017-03-15,58.471221923828125,58.62473544758173,58.0197066966171,58.29061858877396,24833800
2017-03-16,58.37187576293945,58.480241874957386,58.06484877991655,58.47120964322902,20674300
2017-03-17,58.579593658447266,58.91371054919451,58.408015651041104,58.615715706826265,49219700
2017-03-20,58.633766174316406,58.859523782119936,58.44413061051049,58.61570859710531,14598100
2017-03-21,57.98358917236328,59.14849937613866,57.91134507687888,58.8685621181068,26640500
2017-03-22,58.724063873291016,58.82339776518158,57.90230981896677,57.90230981896677,20680000
2017-03-23,58.579593658447266,58.91371054919451,58.48928509271164,58.64280552071644,19269200
2017-03-24,58.67890930175781,59.10332773653867,58.48024154230875,59.022058320168114,22617100
2017-03-27,58.787269592285156,58.89563570565668,58.10999688525521,58.36284426021451,18614700
2017-03-28,58.95884704589844,59.121392769780485,58.38090822533431,58.66084540385232,20080400
2017-03-29,59.12139129638672,59.14848110142958,58.651811710397126,58.80533208826335,13618400
2017-03-30,59.33811950683594,59.581941543205886,59.02206028336967,59.076239896085504,15122800
2017-03-31,59.47359085083008,59.77159257719335,59.10334502906186,59.283955267574214,21040300
2017-04-03,59.19365310668945,59.54583445692436,58.86856156961476,59.428436080462006,20400900
2017-04-04,59.35618209838867,59.42841928320626,58.94981434711583,59.04914822701092,12997400
2017-04-05,59.20267868041992,59.916073617895364,59.09431942735983,59.8709262256457,21448600
2017-04-06,59.35618209838867,59.654176848499795,59.13042453309514,59.238783755108585,18103500
2017-04-07,59.31103515625,59.563882558281385,59.094309795876676,59.46454866611548,14108500
2017-04-10,59.175601959228516,59.43748169468915,59.02208839037913,59.24784607030268,17952700
2017-04-11,59.13043212890625,59.24782359769214,58.56151858195727,59.23879136483937,18791500
2017-04-12,58.904685974121094,59.157533426502326,58.79631982756784,59.076257094193295,17108500
2017-04-13,58.651824951171875,59.47358596738096,58.651824951171875,58.958858886643874,17896500
2017-04-17,59.13043212890625,59.13945747218399,58.706006749301466,58.73309655828474,16689300
2017-04-18,59.04914855957031,59.33811796919052,58.84145545649207,58.99496894825845,15155600
2017-04-19,58.733097076416016,59.37424782311817,58.59764114072963,59.28394616251894,26992800
2017-04-20,59.14849853515625,59.374256163153035,58.82340699967481,59.11237648792764,22299500
2017-04-21,59.961219787597656,60.23212477317341,59.103336776003175,59.302004565837166,32522600
2017-04-24,60.981651306152344,61.09904968576255,60.59334789810004,60.9365039128668,29770000
2017-04-25,61.33383560180664,61.44220175211659,61.0448660905567,61.31577802154328,30242700
2017-04-26,61.252559661865234,61.6860104379946,61.06292408611166,61.47831728389224,26190800
2017-04-27,61.649879455566406,61.749213346025904,61.026793193999865,61.54152022202868,34971000
2017-04-28,61.82146072387695,62.43552167510159,61.12613034316645,62.22782854003199,39548800
2017-05-01,62.67933654785156,62.80576023892333,61.85757566631068,62.02012139619929,31954400
