Close,High,Low,Open,Volume,MA_short,MA_long,Signal,Position,Returns,Strategy_Returns,Equity
GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,,,,,,,
40.069332122802734,40.239423677634676,39.517889982538364,39.70285797471264,39180000,,,0,0.0,0.0,0.0,100000.0
40.05742263793945,40.33810373386275,39.87592407978732,40.16255272289262,30306000,,,0,0.0,-0.00029722194587078477,-0.0,100000.0
40.31777572631836,40.35347993020166,39.96568619388392,40.04403719083414,26810000,,,0,0.0,0.006499496753251455,0.0,100000.0
40.92227554321289,41.10823854216271,40.24239372942542,40.415462809502735,40342000,,,0,0.0,0.014993382100191743,0.0,100000.0
41.01996994018555,41.18113636918223,40.744248904466446,40.979801294318186,28178000,,,0,0.0,0.002387315848785043,0.0,100000.0
40.961944580078125,41.13055299904202,40.81962341108531,41.01451151316652,23948000,,,0,0.0,-0.0014145636915881,-0.0,100000.0
41.15287780761719,41.15486032379227,40.73681803422399,40.99220697859547,26508000,,,0,0.0,0.004661234457895347,0.0,100000.0
41.13650894165039,41.178660105260526,40.713998480740365,41.07947755844788,26990000,,,0,0.0,-0.0003977575041852477,-0.0,100000.0
41.20642852783203,41.390405238780495,41.13601138212753,41.20940230155456,25804000,,,0,0.0,0.001699696643699511,0.0,100000.0
41.03385925292969,41.168742227228606,40.82260401083469,41.15981712172326,28818000,,,0,0.0,-0.004187921182875254,-0.0,100000.0
41.111209869384766,41.150387252594804,40.86623299223846,41.1498916237005,20554000,,,0,0.0,0.0018850436654835878,0.0,100000.0
40.88062286376953,41.308589050350946,40.86029450774119,41.11022772926218,21410000,,,0,0.0,-0.005608859635798491,-0.0,100000.0
41.069068908691406,41.122131480968704,40.89203098037969,41.114689478853236,26124000,,,0,0.0,0.00460966667630891,0.0,100000.0
41.875396728515625,41.930441806841365,41.09534489891301,41.23965236867042,49148000,,,0,0.0,0.019633457520474185,0.0,100000.0
42.12831115722656,42.2269942903419,41.768779631954004,42.00185388462575,33768000,,,0,0.0,0.006039690330592373,0.0,100000.0
42.570655822753906,42.58751477519403,42.13872461845083,42.32766519877117,33108000,,,0,0.0,0.010499938245244866,0.0,100000.0
42.49775314331055,42.69710569891243,42.17740280667008,42.600405086499904,69866000,,,0,0.0,-0.0017125101324935166,-0.0,100000.0
41.9051513671875,42.99464594752585,41.74993627105297,42.59792713374453,75050000,,,0,0.0,-0.01394430839966243,-0.0,100000.0
40.853851318359375,41.51835745440374,40.71499573238062,41.50992797712627,70338000,,,0,0.0,-0.025087608910328685,-0.0,100000.0
40.67333221435547,40.81615280472264,40.33661476749601,40.63911489947876,40404000,,,0,0.0,-0.004418655724699905,-0.0,100000.0
40.4278678894043,40.862277255504374,40.279591580894134,40.862277255504374,45020000,,,0,0.0,-0.006035018809315451,-0.0,100000.0
40.57762145996094,40.89004172708558,40.26966942011146,40.415959408106055,33784000,,,0,0.0,0.003704216382776071,0.0,100000.0
40.67035675048828,40.967896797151255,40.63167499321704,40.81912866553325,30562000,,,0,0.0,0.002285380147745819,0.0,100000.0
