dis,Portfolio_Equity
30782.057121742168,30782.057121742168
30428.959455805863,30428.959455805863
30252.409000846914,30252.409000846914
30262.796229951327,30262.796229951327
30200.485831251273,30200.485831251273
30082.093478535888,30082.093478535888
30038.4716578716,30038.4716578716
29884.77505333132,29884.77505333132
30158.943402796835,30158.943402796835
29976.16450315316,29976.16450315316
30142.327729007702,30142.327729007702
29978.2406513814,29978.2406513814
29818.305870211574,29818.305870211574
29911.771468261657,29911.771468261657
29535.823195888282,29535.823195888282
29095.48837658662,29095.48837658662
28227.278871334343,28227.278871334343
28740.308074458866,28740.308074458866
28260.506974931006,28260.506974931006
28623.99186997172,28623.99186997172
28727.844697126216,28727.844697126216
29353.044296244614,29353.044296244614
30061.32226430867,30061.32226430867
29363.42503738581,29363.42503738581
29639.67926702438,29639.67926702438
29290.733897544556,29290.733897544556
29616.82541660571,29616.82541660571
29288.651261353105,29288.651261353105
29463.128812065424,29463.128812065424
29265.803898897648,29265.803898897648
28983.32446855596,28983.32446855596
28900.246099610293,28900.246099610293
29348.888755806525,29348.888755806525
29155.72262705844,29155.72262705844
28864.93211584058,28864.93211584058
27626.999538918044,27626.999538918044
26625.861399371104,26625.861399371104
25622.6390016419,25622.6390016419
24517.64154697725,24517.64154697725
24436.637704269026,24436.637704269026
24920.592722244168,24920.592722244168
24187.389621505605,24187.389621505605
24754.42787439882,24754.42787439882
23674.355552408673,23674.355552408673
23942.29545718947,23942.29545718947
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21674.1440676074,21674.1440676074
21409.49996468697,21409.49996468697
20873.55568865773,20873.55568865773
21173.15163368627,21173.15163368627
20519.030592636987,20519.030592636987
20387.541687240187,20387.541687240187
20638.86975050432,20638.86975050432
20970.090152426714,20970.090152426714
20871.889396530896,20871.889396530896
20652.187089920473,20652.187089920473
20524.022970218237,20524.022970218237
20397.52904192238,20397.52904192238
20534.012924420123,20534.012924420123
20127.892561420707,20127.892561420707
20457.449270735968,20457.449270735968
20487.407435502995,20487.407435502995
20801.984412554826,20801.984412554826
20800.320719947693,20800.320719947693
21464.425216399617,21464.425216399617
21069.95460092967,21069.95460092967
21198.11872063191,21198.11872063191
21106.572735164616,21106.572735164616
20677.15287710625,20677.15287710625
20796.989435453885,20796.989435453885
21076.61327063775,21076.61327063775
21231.40557037304,21231.40557037304
21362.89577552969,21362.89577552969
20648.857105186515,20648.857105186515
20524.02297021824,20524.02297021824
19718.443513447175,19718.443513447175
20229.422002290637,20229.422002290637
20181.152820766372,20181.152820766372
19994.73606413723,19994.73606413723
20642.198435478436,20642.198435478436
20816.96284505841,20816.96284505841
21131.53982211024,21131.53982211024
21214.76084574262,21214.76084574262
23733.0325562053,23733.0325562053
23653.14411682658,23653.14411682658
22939.105446483405,22939.105446483405
