Close,High,Low,Open,Volume,MA_short,MA_long,Signal,Position,Returns,Strategy_Returns,Equity
GME,GME,GME,GME,GME,,,,,,,
2.6875,2.7725000381469727,2.625,2.7049999237060547,20908000,,,0,0.0,0.0,0.0,10000.0
2.8924999237060547,2.9649999141693115,2.6575000286102295,2.6875,29818000,,,0,0.0,0.0762790413789971,0.0,10000.0
2.7274999618530273,2.942500114440918,2.6524999141693115,2.940000057220459,23231600,,,0,0.0,-0.05704406783237492,-0.0,10000.0
2.862499952316284,2.9600000381469727,2.765000104904175,2.817500114440918,18820800,,,0,0.0,0.049495872539458974,0.0,10000.0
2.9649999141693115,3.0425000190734863,2.8299999237060547,2.880000114440918,22072800,,,0,0.0,0.03580784753204491,0.0,10000.0
2.872499942779541,3.2325000762939453,2.8125,3.190000057220459,24979600,,,0,0.0,-0.031197293108753965,-0.0,10000.0
2.7750000953674316,2.9149999618530273,2.7074999809265137,2.875,15304000,,,0,0.0,-0.033942506302633624,-0.0,10000.0
2.9375,2.987499952316284,2.802500009536743,2.875,19530400,,,0,0.0,0.058558522179456673,0.0,10000.0
2.7825000286102295,2.9674999713897705,2.742500066757202,2.934999942779541,17413200,,,0,0.0,-0.052765947707155925,-0.0,10000.0
2.752500057220459,2.887500047683716,2.75,2.8399999141693115,14143600,2.825499987602234,,0,0.0,-0.010781660765967538,-0.0,10000.0
3.015000104904175,3.1649999618530273,2.680000066757202,2.7899999618530273,39099200,2.8582499980926515,,0,0.0,0.09536786275266951,0.0,10000.0
2.9075000286102295,2.9800000190734863,2.807499885559082,2.9124999046325684,26712800,2.859750008583069,,0,0.0,-0.03565508210732282,-0.0,10000.0
2.8924999237060547,3.009999990463257,2.890000104904175,2.950000047683716,12676800,2.8762500047683717,,0,0.0,-0.005159107396929152,-0.0,10000.0
3.115000009536743,3.197499990463257,2.862499952316284,2.9000000953674316,47150400,2.9015000104904174,,0,0.0,0.07692310862556817,0.0,10000.0
3.177500009536743,3.365000009536743,3.134999990463257,3.137500047683716,33581600,2.9227500200271606,,0,0.0,0.02006420539603626,0.0,10000.0
3.4749999046325684,3.5299999713897705,3.1675000190734863,3.2249999046325684,38396400,2.9830000162124635,,0,0.0,0.0936270320072159,0.0,10000.0
3.4175000190734863,3.565000057220459,3.325000047683716,3.557499885559082,28732800,3.047250008583069,,0,0.0,-0.01654673011139607,-0.0,10000.0
3.6875,3.8125,3.3550000190734863,3.4000000953674316,35440400,3.1222500085830687,,0,0.0,0.07900511468020799,0.0,10000.0
4.019999980926514,4.184999942779541,3.7200000286102295,3.822499990463257,50016800,3.2460000038146974,,0,0.0,0.09016948635295297,0.0,10000.0
4.139999866485596,4.855000019073486,4.139999866485596,4.542500019073486,127934000,3.384749984741211,,0,0.0,0.02985071794239791,0.0,10000.0
3.950000047683716,4.349999904632568,3.940000057220459,4.277500152587891,50615600,3.478249979019165,,0,0.0,-0.045893677519165954,-0.0,10000.0
4.144999980926514,4.170000076293945,3.8450000286102295,3.924999952316284,31533600,3.6019999742507935,,0,0.0,0.049367071111086736,0.0,10000.0
